Name,coordinates,FEATUREID,ΚΩΔΙΚΟΣ ΓΡΑΜΜΗΣ,DXF_LAYER,DESCRIPTION_GR,DESCRIPTION_EN
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35180193000008,35.15816652700005,0 33.35160734500005,35.15837996700003,0</coordinates></LinearString></MultiGeometry>",1592,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35015136200008,35.15943703700003,0 33.35016454200007,35.15943746700003,0</coordinates></LinearString></MultiGeometry>",1593,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35061075200008,35.15561966200005,0 33.35097761400004,35.15589770300005,0</coordinates></LinearString></MultiGeometry>",1594,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35152540800004,35.15655578800005,0 33.35149971000004,35.15662016700003,0 33.35142769700008,35.15681422900008,0</coordinates></LinearString></MultiGeometry>",1595,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35160463200003,35.15635731200007,0 33.35152540800004,35.15655578800005,0</coordinates></LinearString></MultiGeometry>",1596,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLDASH,"<MultiGeometry><LinearString><coordinates> 33.35119209200008,35.15664132500007,0 33.35077642800007,35.15701251000007,0</coordinates></LinearString></MultiGeometry>",1597,1406,TLDASH,Διακεκομμένη γραμμή  που  δεν  είναί δρόμος,Topo Dashed Line (Not Roads)
TLDASH,"<MultiGeometry><LinearString><coordinates> 33.35119209200008,35.15664132500007,0 33.35120268000003,35.15664918000005,0</coordinates></LinearString></MultiGeometry>",1598,1406,TLDASH,Διακεκομμένη γραμμή  που  δεν  είναί δρόμος,Topo Dashed Line (Not Roads)
TLDASH,"<MultiGeometry><LinearString><coordinates> 33.35120268000003,35.15664918000005,0 33.35078693000003,35.15702044300008,0</coordinates></LinearString></MultiGeometry>",1599,1406,TLDASH,Διακεκομμένη γραμμή  που  δεν  είναί δρόμος,Topo Dashed Line (Not Roads)
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.35412585000006,35.16268747100003,0 33.35412794800004,35.16268768000003,0 33.35413005000004,35.16268786100005,0 33.35413215700004,35.16268801000007,0 33.35413426500003,35.16268813000005,0 33.35413637600004,35.16268821900007,0 33.35413849000003,35.16268827900007,0 33.35414060300008,35.16268830700005,0 33.35414271700006,35.16268830500007,0 33.35414483000005,35.16268827400006,0 33.35414694200006,35.16268821100005,0 33.35414905300007,35.16268811900005,0 33.35415116200005,35.16268799700004,0 33.35415326700007,35.16268784400006,0</coordinates></LinearString></MultiGeometry>",1600,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35415326700007,35.16268784400006,0 33.35437514100005,35.16265333100006,0</coordinates></LinearString></MultiGeometry>",1601,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35437514100005,35.16265333100006,0 33.35437476700002,35.16264727500004,0</coordinates></LinearString></MultiGeometry>",1602,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35047407000008,35.16447901300006,0 33.35047354500006,35.16447991900003,0 33.35047302100003,35.16448082600005,0</coordinates></LinearString></MultiGeometry>",1603,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35131176900006,35.16442849800006,0 33.35155416900005,35.16488477200005,0</coordinates></LinearString></MultiGeometry>",1604,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.34942987900007,35.16434006100008,0 33.34938794500005,35.16435235900008,0 33.34936570000008,35.16436719300003,0 33.34935084600005,35.16438312400004,0 33.34934663000007,35.16439204900007,0 33.34934061600006,35.16440825100005,0 33.34933981000006,35.16441591700004,0 33.34933982200005,35.16443807200005,0 33.34934354200004,35.16445050300007,0 33.34935150800004,35.16446903300005,0</coordinates></LinearString></MultiGeometry>",1605,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.35018205000006,35.16426305400006,0 33.35016466700006,35.16426543500006,0</coordinates></LinearString></MultiGeometry>",1606,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35034486800004,35.16358855800007,0 33.35050205900006,35.16380835200005,0</coordinates></LinearString></MultiGeometry>",1607,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35033438000005,35.16354803200005,0 33.35052087900004,35.16380834700004,0</coordinates></LinearString></MultiGeometry>",1608,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35030666300003,35.16348378600003,0 33.35053963100006,35.16380834200004,0</coordinates></LinearString></MultiGeometry>",1609,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35026745400006,35.16345461800006,0 33.35033438000005,35.16354803200005,0</coordinates></LinearString></MultiGeometry>",1610,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35215926300003,35.16376520000006,0 33.35215656700007,35.16338066500003,0</coordinates></LinearString></MultiGeometry>",1611,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35176384800008,35.16333649500007,0 33.35177328300006,35.16371196100005,0</coordinates></LinearString></MultiGeometry>",1612,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35069244200003,35.16323187200004,0 33.35056041900003,35.16329976100008,0 33.35055692500004,35.16330485600003,0</coordinates></LinearString></MultiGeometry>",1613,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35215879900005,35.16329037900005,0 33.35215115400007,35.16307058900003,0</coordinates></LinearString></MultiGeometry>",1614,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLSLNOB,"<MultiGeometry><LinearString><coordinates> 33.35048141800007,35.16305295500007,0 33.35048460500008,35.16307042800003,0 33.35050415300003,35.16314586200008,0 33.35051532600005,35.16318621200003,0 33.35051478200006,35.16320667600007,0</coordinates></LinearString></MultiGeometry>",1615,1413,TLSLNOB,Κορυφή πλαγιάς που δεν είναι σύνορο,Top of Slope (No Boundary)
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35229338600004,35.16302166100007,0 33.35226507100003,35.16303564500004,0 33.35224939500006,35.16305783300004,0</coordinates></LinearString></MultiGeometry>",1616,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35210102900004,35.16301914100006,0 33.35181149300007,35.16300531100006,0</coordinates></LinearString></MultiGeometry>",1617,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35229338600004,35.16302166100007,0 33.35243717400005,35.16300130200006,0</coordinates></LinearString></MultiGeometry>",1618,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLOTHER,"<MultiGeometry><LinearString><coordinates> 33.34959896100003,35.16300054300007,0 33.34959863300003,35.16299893600007,0 33.34959815400003,35.16299807300004,0 33.34959748400007,35.16299730200007,0 33.34959664600007,35.16299665100007,0 33.34959567400006,35.16299614200005,0 33.34959460100004,35.16299579500003,0 33.34959346600004,35.16299562400008,0 33.34959231400006,35.16299563200005,0 33.34959118300003,35.16299582100004,0 33.34959011800004,35.16299618300008,0 33.34958915600004,35.16299670700005,0 33.34958833400003,35.16299737000003,0 33.34958768100006,35.16299815200006,0 33.34958722200003,35.16299902000003,0 33.34958697300004,35.16299994500002,0 33.34958694300008,35.16300089200007,0 33.34958713300006,35.16300182500004,0 33.34958753700005,35.16300271300003,0 33.34958814000004,35.16300352000008,0 33.34958892000003,35.16300421800003,0 33.34958984700006,35.16300478100004,0 33.34959088900007,35.16300518900005,0 33.34959200400004,35.16300542500005,0 33.34959315700007,35.16300548300006,0 33.34959429900005,35.16300535900007,0 33.34959539300007,35.16300505900006,0 33.34959639800007,35.16300459100006,0 33.34959727300003,35.16300397600003,0 33.34959799200004,35.16300323500008,0 33.34959852400004,35.16300239500004,0 33.34959885000006,35.16300148600004,0 33.34959896100003,35.16300054300007,0</coordinates></LinearString></MultiGeometry>",1619,1432,TLOTHER,Άλλη τοπογραφική γραμμή,Other Topo Line
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35244899200006,35.16295010900006,0 33.35243450600007,35.16288236100007,0</coordinates></LinearString></MultiGeometry>",1620,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLSLNOB,"<MultiGeometry><LinearString><coordinates> 33.35042887600002,35.16284496900005,0 33.35043133300007,35.16290001900006,0 33.35043415200005,35.16292295600005,0 33.35044742400004,35.16295813100004,0 33.35047990200008,35.16304464700005,0 33.35048141800007,35.16305295500007,0</coordinates></LinearString></MultiGeometry>",1621,1413,TLSLNOB,Κορυφή πλαγιάς που δεν είναι σύνορο,Top of Slope (No Boundary)
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35124369500005,35.16272857100006,0 33.35109591600008,35.16274264100008,0</coordinates></LinearString></MultiGeometry>",1622,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLOTHER,"<MultiGeometry><LinearString><coordinates> 33.35170091500004,35.16272678700005,0 33.35168770400003,35.16272887400004,0 33.35169075300007,35.16274738000004,0 33.35170476500008,35.16274678900004,0</coordinates></LinearString></MultiGeometry>",1623,1432,TLOTHER,Άλλη τοπογραφική γραμμή,Other Topo Line
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35057043600006,35.16274028200007,0 33.35056652600008,35.16272131300008,0</coordinates></LinearString></MultiGeometry>",1624,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35172008400008,35.16271458600005,0 33.35173190700004,35.16278693600003,0</coordinates></LinearString></MultiGeometry>",1625,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35057043600006,35.16274028200007,0 33.35075901000005,35.16271393900007,0</coordinates></LinearString></MultiGeometry>",1626,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35254948400007,35.16296780400006,0 33.35255395200005,35.16295872200004,0 33.35255369400005,35.16294948600006,0 33.35248327000005,35.16269255200007,0</coordinates></LinearString></MultiGeometry>",1627,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35090327500006,35.16268176100004,0 33.35075628900006,35.16269878900005,0</coordinates></LinearString></MultiGeometry>",1628,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34776865100002,35.16276136700003,0 33.34790049200007,35.16268633200008,0</coordinates></LinearString></MultiGeometry>",1629,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35251426800005,35.16264732300004,0 33.35279592500007,35.16258068200006,0</coordinates></LinearString></MultiGeometry>",1630,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLOTHER,"<MultiGeometry><LinearString><coordinates> 33.35167172800004,35.16256983600005,0 33.35166275700004,35.16257037000003,0 33.35166534200005,35.16258776300003,0 33.35167575900005,35.16258777100006,0</coordinates></LinearString></MultiGeometry>",1631,1432,TLOTHER,Άλλη τοπογραφική γραμμή,Other Topo Line
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35155995100007,35.16256653300007,0 33.35154300600004,35.16259796100007,0 33.35149511800006,35.16261319100005,0</coordinates></LinearString></MultiGeometry>",1632,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35043899700003,35.16254063900004,0 33.35047920700004,35.16275215100006,0 33.35057043600006,35.16274028200007,0</coordinates></LinearString></MultiGeometry>",1633,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.34995914300004,35.16252676300007,0 33.35008097800005,35.16321956600007,0 33.35022628300004,35.16342274500005,0</coordinates></LinearString></MultiGeometry>",1634,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLRDHS,"<MultiGeometry><LinearString><coordinates> 33.35158757600004,35.16251633600007,0 33.35159330700003,35.16251593100003,0 33.35160666500008,35.16261856400007,0 33.35160210400005,35.16262249000005,0 33.35159964600007,35.16262285100004,0 33.35144291500006,35.16264361100008,0 33.35144208600008,35.16263899200004,0</coordinates></LinearString></MultiGeometry>",1635,1200,TLRDHS,Ασφαλτοστρωμένος δρόμος (που δεν είναι εγγεγραμμένος),Road Hard Surface
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.34995115400005,35.16248132900006,0 33.34995914300004,35.16252676300007,0</coordinates></LinearString></MultiGeometry>",1636,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.35206640700005,35.16237852200004,0 33.35198886800004,35.16239987300003,0 33.35199122500006,35.16244045300005,0</coordinates></LinearString></MultiGeometry>",1637,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.34724936200007,35.16235974300003,0 33.34748460700007,35.16256350600003,0 33.34753495900003,35.16261393000008,0 33.34760222700004,35.16267204100006,0</coordinates></LinearString></MultiGeometry>",1638,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLOTHER,"<MultiGeometry><LinearString><coordinates> 33.35188401100004,35.16225056500008,0 33.35187222000008,35.16225119300003,0</coordinates></LinearString></MultiGeometry>",1639,1432,TLOTHER,Άλλη τοπογραφική γραμμή,Other Topo Line
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35148092500003,35.16220014400005,0 33.35152133500003,35.16236709700007,0 33.35155995100007,35.16256653300007,0</coordinates></LinearString></MultiGeometry>",1640,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35162452000003,35.16219662200007,0 33.35170816900006,35.16262795100005,0</coordinates></LinearString></MultiGeometry>",1641,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35164935000006,35.16216332200003,0 33.35163274600006,35.16217617000007,0 33.35162452000003,35.16219662200007,0</coordinates></LinearString></MultiGeometry>",1642,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLPENCIL,"<MultiGeometry><LinearString><coordinates> 33.35096954500006,35.16222589900008,0 33.35142307400002,35.16216299200005,0</coordinates></LinearString></MultiGeometry>",1643,1422,TLPENCIL,Γραμμή (μολύβι) μη  προτεινόμενο  σύνορο,Pencil Lines-Not Proposed Boundaries
TLSW,"<MultiGeometry><LinearString><coordinates> 33.34867481100002,35.15636089100008,0 33.34866415100004,35.15633679700005,0 33.34864482600005,35.15628214500003,0</coordinates></LinearString></MultiGeometry>",1644,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLSW,"<MultiGeometry><LinearString><coordinates> 33.34864482600005,35.15628214500003,0 33.34860283300003,35.15615114400003,0</coordinates></LinearString></MultiGeometry>",1645,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLSW,"<MultiGeometry><LinearString><coordinates> 33.34864045100005,35.15613920300007,0 33.34867476800002,35.15625638600005,0</coordinates></LinearString></MultiGeometry>",1646,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLSW,"<MultiGeometry><LinearString><coordinates> 33.34860283300003,35.15615114400003,0 33.34856627500005,35.15603709800007,0</coordinates></LinearString></MultiGeometry>",1647,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLSW,"<MultiGeometry><LinearString><coordinates> 33.34856627500005,35.15603709800007,0 33.34854872400007,35.15598234500004,0 33.34850911300003,35.15589276600008,0</coordinates></LinearString></MultiGeometry>",1648,1258,TLSW,Δόμη / Τοίχος αντιστήριξης,Sunk Wall / Retaining Wall
TLCLFNOB,"<MultiGeometry><LinearString><coordinates> 33.34848334700007,35.15653972500007,0 33.34849475800007,35.15654242900007,0 33.34850908500005,35.15654227500005,0 33.34852042700004,35.15654094400003,0 33.34852878900006,35.15653883700003,0 33.34853510500005,35.15653271500003,0 33.34854530800004,35.15652291700008,0 33.34855109400007,35.15651478200005,0 33.34855433800004,35.15650263700007,0 33.34855519100006,35.15649495900004,0 33.34855647300003,35.15648364300006,0 33.34855634400003,35.15647637800004,0 33.34854697500003,35.15644943400002,0 33.34852512500004,35.15641535700007,0 33.34848705000007,35.15635764100006,0 33.34847092100006,35.15633965100005,0 33.34846865200007,35.15632312500003,0 33.34846357000004,35.15631510800006,0</coordinates></LinearString></MultiGeometry>",1649,1412,TLCLFNOB,Κορυφή γκρεμμού που δεν είναι σύνορο,Top of Cliff (No Boundary)
TLSLNOB,"<MultiGeometry><LinearString><coordinates> 33.34846357000004,35.15631510800006,0 33.34845803000007,35.15630911300008,0 33.34844699200005,35.15629954400004,0 33.34843088400004,35.15628276500007,0 33.34840666900004,35.15625436900007,0 33.34833054500007,35.15616801200008,0 33.34830917400007,35.15613272700006,0 33.34829585500006,35.15610583100005,0 33.34829708000007,35.15608634300003,0</coordinates></LinearString></MultiGeometry>",1650,1413,TLSLNOB,Κορυφή πλαγιάς που δεν είναι σύνορο,Top of Slope (No Boundary)
TLSLNOB,"<MultiGeometry><LinearString><coordinates> 33.34773783100007,35.15605617400007,0 33.34774345400007,35.15606700800004,0 33.34777603500004,35.15609449800007,0 33.34784117500004,35.15614786700007,0 33.34790564800005,35.15619115600003,0 33.34802106900003,35.15626659000003,0 33.34807460000008,35.15630516000005,0 33.34808608700007,35.15631230200006,0 33.34810900400004,35.15632335600003,0 33.34812099900006,35.15633129900004,0 33.34814303500008,35.15634841700006,0 33.34827497800006,35.15643498900005,0 33.34831798400006,35.15646439600005,0 33.34834194300004,35.15647826700007,0 33.34835691300003,35.15648658400005,0 33.34838793000006,35.15650845200003,0</coordinates></LinearString></MultiGeometry>",1651,1413,TLSLNOB,Κορυφή πλαγιάς που δεν είναι σύνορο,Top of Slope (No Boundary)
TLSLNOB,"<MultiGeometry><LinearString><coordinates> 33.34827242400007,35.15600962900004,0 33.34827164700005,35.15599349600007,0 33.34826539200003,35.15597499900008,0 33.34825861600007,35.15595489600003,0 33.34824623700007,35.15592516700008,0 33.34823946800003,35.15590546600004,0</coordinates></LinearString></MultiGeometry>",1652,1413,TLSLNOB,Κορυφή πλαγιάς που δεν είναι σύνορο,Top of Slope (No Boundary)
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34824122300006,35.15588595900005,0 33.34810586300006,35.15594229600004,0 33.34809954700006,35.15594841600006,0 33.34809470700003,35.15595411900006,0 33.34809333800007,35.15596059100005,0 33.34809440300006,35.15596501700003,0 33.34809996900003,35.15597262500006,0</coordinates></LinearString></MultiGeometry>",1653,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34816832300004,35.15560195800003,0 33.34814997900003,35.15559812500004,0 33.34813513600005,35.15559667400004,0 33.34811923900003,35.15559160300006,0 33.34810476800004,35.15558328800006,0 33.34809019700003,35.15556932600003,0 33.34808603300007,35.15555726700006,0 33.34808196100005,35.15555045200006,0 33.34807271900007,35.15541861000003,0 33.34806897100003,35.15540210900008,0 33.34806079200007,35.15538646500005,0 33.34804773200006,35.15537410000007,0 33.34802976400005,35.15536340600005,0 33.34800101500008,35.15535767200004,0 33.34798385700003,35.15535749000003,0</coordinates></LinearString></MultiGeometry>",1654,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34798385700003,35.15535749000003,0 33.34796799800006,35.15541775100007,0 33.34796231700005,35.15545977400006,0 33.34796058400008,35.15547351300006,0 33.34794968900008,35.15549985900003,0 33.34793869500004,35.15552055800004,0 33.34791124400005,35.15556040200005,0 33.34788127100006,35.15559704500004,0 33.34782895200004,35.15565491400002,0 33.34779396300007,35.15568717400004,0 33.34778035000005,35.15569942900004,0 33.34777333400007,35.15572169700005,0 33.34777910500003,35.15574100100002,0 33.34778669000008,35.15575100500007,0 33.34779818000004,35.15575854600007,0 33.34780906500004,35.15575963700007,0 33.34786667400005,35.15574972500008,0 33.34794044500006,35.15573197100008,0 33.34797384700005,35.15572151600003,0 33.34806843700005,35.15567972400004,0 33.34810806100006,35.15565790300008,0 33.34814263300007,35.15562968000006,0 33.34816110000003,35.15561252900005,0 33.34816832300004,35.15560195800003,0</coordinates></LinearString></MultiGeometry>",1655,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34706904900003,35.15601110400007,0 33.34710941000003,35.15600421700003,0 33.34712706100004,35.15599716800006,0 33.34713385300006,35.15599023800007,0 33.34714003300007,35.15597645400004,0 33.34714266300006,35.15595706200003,0 33.34714059700008,35.15595183900007,0</coordinates></LinearString></MultiGeometry>",1656,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34726317600007,35.15574806200004,0 33.34723485300003,35.15574910900006,0 33.34721717400004,35.15575454400005,0 33.34720300500004,35.15576316800008,0 33.34719574800005,35.15577171800004,0 33.34719338500003,35.15577779500006,0 33.34719140300007,35.15578314800007,0</coordinates></LinearString></MultiGeometry>",1657,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34747437000004,35.15576204100006,0 33.34746949800007,35.15575626100008,0 33.34745801100007,35.15574872000008,0 33.34744607200003,35.15574360400007,0 33.34742969200005,35.15573853600006,0 33.34739137100007,35.15573982500007,0</coordinates></LinearString></MultiGeometry>",1658,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLFNWL,"<MultiGeometry><LinearString><coordinates> 33.34704798900003,35.15607829900006,0 33.34706110100007,35.15606565200005,0</coordinates></LinearString></MultiGeometry>",1659,1207,TLFNWL,"Περιτοίχισμα ή περίφραξη (χρησιμοποιείται μόνο 

σε  περιπτώσεις ψηφιοποίησης)",Fence or Wall
TLSLNOB,"<MultiGeometry><LinearString><coordinates> 33.34675889100004,35.15577500000006,0 33.34678804100003,35.15577710600007,0 33.34679299500004,35.15577826300006,0 33.34687931900004,35.15586243100006,0 33.34688566100004,35.15591560100006,0 33.34689543600007,35.15596752400006,0 33.34689305900002,35.15597279400004,0 33.34685756700003,35.15600382700006,0 33.34685274300006,35.15601033100006,0 33.34685284000005,35.15601597600005,0 33.34685441700003,35.15602160600002,0 33.34685842700003,35.15602519300006,0 33.34686487600004,35.15602714100004,0 33.34687278500007,35.15602786400007,0 33.34691347500007,35.15601210200003,0 33.34700015900006,35.15605917300007,0 33.34703153300006,35.15607537500006,0</coordinates></LinearString></MultiGeometry>",1660,1413,TLSLNOB,Κορυφή πλαγιάς που δεν είναι σύνορο,Top of Slope (No Boundary)
